code,region,pop
3102361,이매2동,79
3102362,야탑1동,195
3102363,야탑3동,352
3102364,야탑2동,144
3102367,구미동,350
3102368,운중동,460
3102371,금곡동,479
3102372,구미1동,222
3102374,삼평동,414
3102375,판교동,325
3102376,백현동,632
3102377,정자1동,1216
3102378,정자동,324
3103051,의정부1동,1813
3103052,의정부2동,1169
3103055,호원1동,1045
3103056,장암동,194
3103057,신곡1동,520
3103058,신곡2동,595
3103059,송산1동,778
3103060,자금동,458
3103064,녹양동,584
3103065,호원2동,420
3103066,송산2동,382
3103069,송산3동,544
3103067,흥선동,522
3103068,가능동,744
3104151,안양1동,421
3104152,안양2동,1652
3104153,안양3동,1424
3104154,안양4동,517
3104155,안양5동,874
3104156,안양6동,1117
3104157,안양7동,303
3104158,안양8동,788
3104159,안양9동,279
3104160,석수1동,256
3104161,석수2동,1017
3104162,석수3동,251
3104163,박달1동,1379
3104164,박달2동,305
3104251,비산1동,178
3104252,비산2동,58
3104253,비산3동,260
3104254,부흥동,94
3104255,달안동,184
3104256,관양1동,637
3104257,관양2동,556
3104258,부림동,448
3104259,평촌동,81
3104260,평안동,106
3104261,귀인동,110
3104262,호계1동,130
3104263,호계2동,267
3104264,호계3동,311
3104265,범계동,133
3104266,신촌동,65
3104267,갈산동,93
3105087,심곡동,10630
3105088,부천동,7096
3105061,중동,2528
3105062,상동,801
3105089,신중동,2374
3105090,대산동,9630
3105075,소사본동,7415
3105091,범안동,4238
3105080,성곡동,2198
3105083,오정동,4322
3106051,광명1동,35
3106052,광명2동,645
3106053,광명3동,1883
3106054,광명4동,1473
3106055,광명5동,898
3106056,광명6동,289
3106057,광명7동,558
3106058,철산1동,136
3106059,철산2동,686
3106060,철산3동,381
3106061,철산4동,502
3106062,하안1동,600
3106063,하안2동,297
3106064,하안3동,376
3106065,하안4동,194
3106066,소하1동,444
3106067,소하2동,751
3106068,학온동,123
3107011,팽성읍,2281
3107012,안중읍,3754
3107013,포승읍,5569
3107014,청북읍,2705
3107031,진위면,847
3107032,서탄면,1399
3107033,고덕면,675
3107034,오성면,700
3107037,현덕면,190
3107051,중앙동,1445
3107052,서정동,1588
3107053,송탄동,1349
3107055,지산동,1022
3107056,송북동,1073
3107057,신장1동,1136
3107058,신장2동,723
3107059,신평동,2420
3107060,원평동,1798
3107061,통복동,1393
3107062,비전1동,2641
3107064,세교동,1384
3107063,비전2동,1744
3107065,용이동,1776
3108051,생연1동,354
3108052,생연2동,402
3108053,중앙동,573
3108055,보산동,1162
3108056,불현동,862
3108058,소요동,1074
3108060,상패동,400
3108061,송내동,748
3109151,일동,1838
3109154,본오1동,2778
3109155,본오2동,1588
3109156,본오3동,1977
3109157,부곡동,986
3109158,월피동,1367
3109162,성포동,329
3109171,반월동,658
3109173,안산동,377
3109174,이동,4983
3109176,사동,3683
3109177,사이동,1138
3109178,해양동,3255
3109259,와동,3575
3109266,초지동,7655
3109268,선부1동,2451
3109269,선부2동,10118
3109270,선부3동,3554
3109272,대부동,272
3109273,호수동,752
3109274,고잔동,1126
3109275,중앙동,747
3109276,원곡동,26896
3109277,신길동,4843
3109278,백운동,6693
3110151,주교동,581
3110152,원신동,420
3110153,흥도동,773
3110154,성사1동,795
3110155,성사2동,134
3110156,효자동,104
3110158,창릉동,399
3110159,고양동,626
3110160,관산동,1365
3110161,능곡동,340
3110162,화정1동,669
3110163,화정2동,379
3110164,행주동,945
3110165,행신1동,294
3110166,행신2동,420
3110167,화전동,461
3110168,대덕동,149
3110169,행신3동,704
3110170,삼송동,399
3110351,식사동,838
3110352,중산동,1076
3110353,정발산동,756
3110354,풍산동,576
3110355,백석1동,511
3110356,마두1동,365
3110357,마두2동,137
3110358,장항1동,628
3110359,장항2동,799
3110360,고봉동,1770
3110361,백석2동,520
3110451,일산1동,768
3110452,일산2동,1704
3110453,일산3동,204
3110454,탄현동,862
3110455,주엽1동,268
3110456,주엽2동,308
3110457,대화동,1051
3110458,송포동,361
3110459,송산동,1192
3111051,중앙동,114
3111052,갈현동,77
3111053,별양동,74
3111054,부림동,63
3111055,과천동,167
3111056,문원동,63
3112051,갈매동,352
3112052,동구동,398
3112053,인창동,247
3112054,교문1동,437
3112055,교문2동,220
3112056,수택1동,476
3112057,수택2동,510
3112058,수택3동,405
3113011,와부읍,738
3113012,진접읍,3503
3113013,화도읍,3330
3113014,진건읍,976
3113015,오남읍,1363
3113031,별내면,304
3113032,퇴계원읍,457
3113034,수동면,678
3113035,조안면,82
3113051,호평동,574
3113052,평내동,404
3113053,금곡동,259
3113054,양정동,171
3113057,별내동,1151
3113058,다산1동,768
3113059,다산2동,366
3114051,중앙동,3744
3114052,대원동,4689
3114053,남촌동,6816
3114054,신장동,2810
3114055,세마동,1074
3114056,초평동,717
3115051,대야동,1188
3115052,신천동,1536
3115053,신현동,633
3115054,은행동,1158
3115055,매화동,544
3115056,목감동,1035
3115059,과림동,293
3115061,정왕2동,5063
3115062,정왕3동,3537
3115064,정왕본동,20382
3115065,정왕1동,18177
3115067,능곡동,481
3115068,군자동,1561
3115069,월곶동,1214
3115070,연성동,472
3115071,장곡동,529
3115063,정왕4동,852
3115072,배곧동,3742
3116051,군포1동,3450
3116052,군포2동,1228
3116054,산본1동,4167
3116055,산본2동,368
3116056,금정동,1945
3116057,재궁동,535
3116058,오금동,340
3116059,수리동,232
3116060,궁내동,117
3116061,광정동,352
3116062,대야동,374
3117051,고천동,366
3117052,부곡동,787
3117053,오전동,502
3117054,내손1동,206
3117055,내손2동,195
3117056,청계동,359
3118051,천현동,443
3118052,신장1동,215
3118053,신장2동,544
3118054,덕풍1동,376
3118055,덕풍2동,538
3118056,덕풍3동,454
3118059,춘궁동,221
3118060,초이동,198
3118061,풍산동,373
3118062,미사1동,593
3118063,미사2동,581
3118064,감북동,179
3118066,감일동,135
3118065,위례동,237
3119111,포곡읍,1374
3119131,모현읍,2175
3119133,이동읍,1769
3119132,남사면,1394
3119134,원삼면,902
3119135,백암면,1032
3119136,양지면,1059
3119151,중앙동,3036
3119152,역삼동,1301
3119153,유림동,1247
3119154,동부동,1306
3119252,구갈동,1453
3119253,상갈동,527
3119254,기흥동,654
3119255,서농동,1132
3119256,구성동,452
3119257,마북동,473
3119265,동백1동,359
3119266,동백2동,235
3119267,동백3동,266
3119259,보정동,557
3119260,상하동,498
3119261,신갈동,1666
3119263,영덕1동,485
3119264,영덕2동,249
3319265,보라동,411
3119351,풍덕천1동,925
3119352,풍덕천2동,536
3119353,신봉동,400
3119354,죽전1동,1247
3119355,죽전2동,204
3119356,동천동,1189
3119357,상현1동,427
3119358,상현2동,243
3119359,성복동,733
3120011,문산읍,1625
3120012,파주읍,1253
3120013,법원읍,1061
3120015,조리읍,1948
3120031,월롱면,1018
3120032,탄현면,1449
3120035,광탄면,2498
3120036,파평면,320
3120037,적성면,409
3120038,군내면,8
3120052,금촌2동,718
3120053,금촌1동,1267
3120054,금촌3동,973
3120055,교하동,1605
3120056,운정1동,988
3120057,운정2동,766
3120058,운정3동,1548
3121011,장호원읍,933
3121012,부발읍,1136
3121031,신둔면,986
3121032,백사면,1408
3121033,호법면,888
3121034,마장면,1106
3121035,대월면,694
3121036,모가면,903
3121037,설성면,438
3121038,율면,547
3121051,창전동,1020
3121052,중리동,858
3121053,관고동,558
3121054,증포동,761
3122011,공도읍,3271
3122031,보개면,520
3122032,금광면,350
3122033,서운면,661
3122034,미양면,1096
3122035,대덕면,5112
3122036,양성면,803
3122038,원곡면,819
3122039,일죽면,1229
3122040,죽산면,892
3122041,삼죽면,571
3122042,고삼면,183
3122051,안성1동,1084
3122052,안성2동,1788
3122053,안성3동,1509
3123011,통진읍,5689
3123012,고촌읍,782
3123013,양촌읍,5582
3123034,대곶면,7244
3123035,월곶면,2077
3123036,하성면,1914
3123053,사우동,1097
3123054,풍무동,1217
3123056,장기동,1034
3123060,운양동,1161
3123062,김포본동,1461
3123061,장기본동,741
3123058,구래동,1195
3123063,마산동,1030
3124012,봉담읍,4576
3124013,우정읍,3952
3124014,향남읍,14103
3124015,남양읍,5402
3124031,매송면,270
3124033,비봉면,918
3124035,마도면,2969
3124036,송산면,1512
3124037,서신면,1270
3124038,팔탄면,6009
3124039,장안면,4790
3124042,양감면,2726
3124043,정남면,3451
3124052,진안동,1861
3124053,병점1동,1045
3124054,병점2동,568
3124055,반월동,445
3124056,기배동,463
3124057,화산동,1357
3124060,동탄2동,435
3124061,동탄1동,1169
3124062,동탄3동,583
3124063,동탄4동,360
3124064,동탄5동,752
3124066,새솔동,375
3124067,동탄7동,897
3124065,동탄6동,853
3124068,동탄8동,382
3125011,오포읍,4151
3125012,초월읍,3986
3125014,곤지암읍,4290
3125034,도척면,1690
3125035,퇴촌면,281
3125036,남종면,19
3125038,남한산성면,29
3125051,경안동,2824
3125052,송정동,2179
3125053,광남동,2462
3126011,백석읍,1111
3126031,은현면,1930
3126032,남면,1621
3126033,광적면,2132
3126034,장흥면,274
3126051,양주1동,130
3126052,양주2동,1025
3126053,회천1동,805
3126054,회천2동,1243
3126055,회천3동,801
3126056,회천4동,1291
3127011,소흘읍,3526
3127031,군내면,1445
3127032,내촌면,1379
3127033,가산면,4628
3127034,신북면,1790
3127035,창수면,282
3127036,영중면,663
3127037,일동면,711
3127038,이동면,337
3127039,영북면,213
3127040,관인면,110
3127041,화현면,551
3127051,포천동,943
3127052,선단동,3068
3128011,가남읍,1319
3128031,점동면,238
3128032,능서면,515
3128033,흥천면,565
3128034,금사면,157
3128035,산북면,125
3128036,대신면,553
3128037,북내면,274
3128038,강천면,217
3128051,여흥동,883
3128052,중앙동,869
3128053,오학동,433
3135011,연천읍,158
3135012,전곡읍,556
3135031,군남면,119
3135032,청산면,435
3135033,백학면,233
3135034,미산면,69
3135035,왕징면,25
3135036,신서면,80
3135037,중면,12
3135038,장남면,51
3137011,가평읍,528
3137031,설악면,895
3137032,청평면,379
3137033,상면,142
3137035,북면,136
3137036,조종면,177
3138011,양평읍,663
3138031,강상면,236
3138032,강하면,81
3138033,양서면,275
3138034,옥천면,200
3138035,서종면,108
3138036,단월면,95
3138037,청운면,130
3138038,양동면,185
3138039,지평면,541
3138040,용문면,388
3138041,개군면,265
3201011,신북읍,235
3201031,동면,322
3201032,동산면,65
3201033,신동면,52
3201034,동내면,270
3201035,남면,11
3201036,남산면,148
3201037,서면,92
3201038,사북면,68
3201039,북산면,11
3201052,교동,699
3201053,조운동,58
3201054,약사명동,31
3201057,근화동,112
3201058,소양동,338
3201060,후평1동,727
3201061,후평2동,294
3201062,후평3동,288
3201063,효자1동,72
3201064,효자2동,1082
3201065,효자3동,583
3201066,석사동,514
3201067,퇴계동,500
3201068,강남동,201
3201071,신사우동,299
3202011,문막읍,1247
3202031,소초면,205
3202032,호저면,135
3202033,지정면,380
3202034,부론면,87
3202035,귀래면,46
3202036,흥업면,672
3202037,판부면,145
3202038,신림면,59
3202051,중앙동,79
3202052,원인동,62
3202053,개운동,166
3202054,명륜1동,122
3202055,명륜2동,171
3202056,단구동,633
3202057,일산동,172
3202058,학성동,81
3202060,단계동,411
3202061,우산동,400
3202062,태장1동,142
3202063,태장2동,681
3202064,봉산동,122
3202066,행구동,88
3202067,무실동,421
3202068,반곡관설동,466
3203011,주문진읍,602
3203031,성산면,41
3203032,왕산면,34
3203033,구정면,66
3203034,강동면,140
3203035,옥계면,88
3203036,사천면,88
3203037,연곡면,99
3203051,홍제동,197
3203052,중앙동,120
3203054,옥천동,94
3203055,교1동,387
3203056,교2동,167
3203057,포남1동,184
3203058,포남2동,158
3203059,초당동,65
3203060,송정동,128
3203061,내곡동,649
3203062,강남동,359
3203065,성덕동,286
3203067,경포동,415
3204051,천곡동,380
3204052,송정동,347
3204053,북삼동,209
3204054,부곡동,71
3204055,동호동,95
3204057,발한동,42
3204059,묵호동,217
3204060,북평동,293
3204063,망상동,57
3204065,삼화동,29
3205051,황지동,111
3205052,황연동,88
3205053,삼수동,136
3205054,상장동,200
3205055,구문소동,42
3205056,장성동,31
3205058,철암동,16
3205062,문곡소도동,52
3206051,영랑동,106
3206052,동명동,68
3206054,금호동,151
3206056,교동,180
3206057,노학동,387
3206058,조양동,515
3206059,청호동,361
3206060,대포동,179
3207011,도계읍,179
3207012,원덕읍,150
3207031,근덕면,184
3207032,하장면,41
3207033,노곡면,
3207034,미로면,51
3207035,가곡면,21
3207036,신기면,26
3207051,남양동,157
3207052,성내동,123
3207053,교동,247
3207054,정라동,286
3231011,홍천읍,759
3231031,화촌면,134
3231032,두촌면,34
3231033,내촌면,90
3231034,서석면,164
3231035,동면,84
3231036,남면,226
3231037,서면,80
3231038,북방면,149
3231039,내면,300
3232011,횡성읍,610
3232031,우천면,295
3232032,안흥면,139
3232033,둔내면,191
3232034,갑천면,64
3232035,청일면,44
3232036,공근면,96
3232037,서원면,62
3232038,강림면,48
3233011,영월읍,392
3233012,상동읍,23
3233031,중동면,21
3233033,북면,90
3233034,남면,46
3233036,주천면,66
3233038,김삿갓면,34
3233039,한반도면,46
3233040,무릉도원면,38
3234011,평창읍,214
3234031,미탄면,39
3234032,방림면,62
3234033,대화면,144
3234034,봉평면,129
3234035,용평면,92
3234036,진부면,181
3234037,대관령면,169
3235011,정선읍,156
3235012,고한읍,85
3235013,사북읍,83
3235014,신동읍,113
3235032,남면,130
3235034,북평면,62
3235035,임계면,127
3235036,화암면,66
3235037,여량면,40
3236011,철원읍,124
3236012,김화읍,218
3236013,갈말읍,313
3236014,동송읍,294
3236021,근북면,
3236031,서면,191
3236032,근남면,255
3237011,화천읍,133
3237031,간동면,94
3237032,하남면,88
3237033,상서면,56
3237034,사내면,192
3238011,양구읍,284
3238031,남면,155
3238032,동면,39
3238033,방산면,35
3238034,해안면,89
3239011,인제읍,286
3239031,남면,50
3239032,북면,159
3239033,기린면,104
3239034,서화면,54
3239035,상남면,59
3240011,간성읍,100
3240012,거진읍,330
3240031,현내면,91
3240032,죽왕면,133
3240033,토성면,1083
3241011,양양읍,269
3241031,서면,16
3241032,손양면,91
3241033,현북면,86
3241034,현남면,81
3241035,강현면,118
3302011,주덕읍,653
3302031,살미면,103
3302032,수안보면,144
3302034,신니면,346
3302035,노은면,98
3302036,앙성면,169
3302038,금가면,100
3302039,동량면,148
3302040,산척면,109
3302041,엄정면,84
3302042,소태면,122
3302043,대소원면,985
3302044,중앙탑면,420
3302051,성내·충인동,134
3302053,교현·안림동,395
3302054,교현2동,505
3302055,용산동,271
3302056,지현동,84
3302057,문화동,437
3302058,호암·직동,233
3302060,달천동,1334
3302061,봉방동,477
3302062,칠금·금릉동,402
3302063,연수동,846
3302064,목행·용탄동,701
3303011,봉양읍,179
3303031,금성면,70
3303032,청풍면,33
3303033,수산면,37
3303034,덕산면,74
3303035,한수면,18
3303036,백운면,60
3303037,송학면,106
3303051,교동,350
3303056,용두동,878
3303059,청전동,405
3303060,화산동,403
3303070,남현동,81
3303071,영서동,216
3303072,신백동,236
3303073,의림지동,237
3303074,중앙동,138
3304131,낭성면,53
3304132,미원면,140
3304133,가덕면,149
3304134,남일면,162
3304135,문의면,75
3304151,중앙동,116
3304152,성안동,212
3304153,탑·대성동,128
3304154,영운동,263
3304155,금천동,345
3304156,용담·명암·산성동,72
3304157,용암1동,560
3304158,용암2동,403
3304231,남이면,356
3304232,현도면,207
3304251,사직1동,128
3304252,사직2동,126
3304253,사창동,2003
3304254,모충동,351
3304255,산남동,297
3304256,분평동,347
3304257,수곡1동,320
3304258,수곡2동,259
3304259,성화·개신·죽림동,1289
3304311,오송읍,564
3304331,강내면,592
3304332,옥산면,722
3304351,운천·신봉동,315
3304352,복대1동,1623
3304353,복대2동,1781
3304354,가경동,802
3304355,봉명1동,1871
3304356,봉명2·송정동,944
3304357,강서1동,507
3304358,강서2동,132
3304411,내수읍,787
3304412,오창읍,2528
3304431,북이면,725
3304451,오근장동,261
3304452,우암동,575
3304453,내덕1동,202
3304454,내덕2동,1354
3304455,율량·사천동,837
3332011,보은읍,639
3332031,속리산면,8
3332032,장안면,62
3332033,마로면,80
3332034,탄부면,48
3332035,삼승면,148
3332036,수한면,93
3332037,회남면,37
3332038,회인면,77
3332039,내북면,57
3332040,산외면,78
3333011,옥천읍,921
3333031,동이면,246
3333032,안남면,30
3333033,안내면,61
3333034,청성면,88
3333035,청산면,106
3333036,이원면,153
3333037,군서면,87
3333038,군북면,72
3334011,영동읍,791
3334031,용산면,235
3334032,황간면,145
3334033,추풍령면,56
3334034,매곡면,43
3334035,상촌면,87
3334036,양강면,74
3334037,용화면,22
3334038,학산면,86
3334039,양산면,39
3334040,심천면,56
3335011,진천읍,3116
3335031,덕산읍,2832
3335032,초평면,260
3335033,문백면,548
3335034,백곡면,80
3335035,이월면,1908
3335036,광혜원면,1649
3336011,괴산읍,774
3336031,감물면,77
3336032,장연면,46
3336033,연풍면,92
3336034,칠성면,84
3336035,문광면,79
3336036,청천면,85
3336037,청안면,192
3336038,사리면,221
3336039,소수면,89
3336040,불정면,62
3337011,음성읍,1305
3337012,금왕읍,3645
3337031,소이면,215
3337032,원남면,349
3337033,맹동면,1146
3337034,대소면,4446
3337035,삼성면,2358
3337036,생극면,916
3337037,감곡면,777
3338011,단양읍,189
3338012,매포읍,112
3338031,단성면,41
3338032,대강면,38
3338033,가곡면,31
3338034,영춘면,94
3338035,어상천면,43
3338036,적성면,46
3339014,증평읍,1518
3339031,도안면,200
3401111,목천읍,1244
3401131,풍세면,490
3401132,광덕면,342
3401133,북면,292
3401134,성남면,776
3401135,수신면,618
3401136,병천면,604
3401137,동면,440
3401151,중앙동,548
3401152,문성동,499
3401153,원성1동,468
3401154,원성2동,560
3401155,봉명동,1081
3401156,일봉동,515
3401157,신방동,1126
3401158,청룡동,1292
3401159,신안동,4249
3401211,성환읍,3430
3401212,성거읍,1607
3401213,직산읍,2526
3401231,입장면,1884
3401251,성정1동,1194
3401252,성정2동,1817
3401253,쌍용1동,311
3401254,쌍용2동,867
3401255,쌍용3동,362
3401258,백석동,566
3401259,불당동,992
3401260,부성1동,1680
3401261,부성2동,2047
3402011,유구읍,263
3402031,이인면,112
3402032,탄천면,228
3402033,계룡면,254
3402034,반포면,96
3402036,의당면,232
3402037,정안면,275
3402038,우성면,280
3402039,사곡면,97
3402040,신풍면,192
3402051,중학동,150
3402055,금학동,158
3402056,옥룡동,278
3402057,신관동,1092
3402058,웅진동,205
3402059,월송동,259
3403011,웅천읍,263
3403031,주포면,233
3403032,주교면,373
3403033,오천면,739
3403034,천북면,518
3403035,청소면,138
3403036,청라면,133
3403037,남포면,151
3403038,주산면,52
3403039,미산면,75
3403040,성주면,48
3403051,대천1동,447
3403052,대천2동,266
3403053,대천3동,356
3403054,대천4동,400
3403056,대천5동,765
3404011,염치읍,398
3404012,배방읍,2036
3404031,송악면,87
3404033,탕정면,1363
3404034,음봉면,1828
3404035,둔포면,6640
3404036,영인면,942
3404037,인주면,1143
3404038,선장면,555
3404039,도고면,168
3404040,신창면,7986
3404051,온양1동,750
3404052,온양2동,1352
3404053,온양3동,1514
3404054,온양4동,2118
3404055,온양5동,1924
3404056,온양6동,903
3405011,대산읍,420
3405031,인지면,233
3405032,부석면,128
3405033,팔봉면,102
3405034,지곡면,914
3405035,성연면,565
3405036,음암면,529
3405037,운산면,145
3405038,해미면,1034
3405039,고북면,249
3405051,부춘동,906
3405052,동문1동,928
3405053,동문2동,494
3405054,수석동,680
3405055,석남동,676
3406011,강경읍,256
3406012,연무읍,834
3406031,성동면,631
3406032,광석면,288
3406033,노성면,273
3406034,상월면,219
3406035,부적면,280
3406036,연산면,318
3406037,벌곡면,137
3406038,양촌면,750
3406039,가야곡면,201
3406040,은진면,620
3406041,채운면,81
3406051,취암동,1859
3406052,부창동,614
3407031,두마면,71
3407033,엄사면,314
3407034,신도안면,14
3407051,금암동,107
3408011,합덕읍,1617
3408012,송악읍,2376
3408031,고대면,214
3408032,석문면,399
3408033,대호지면,75
3408034,정미면,220
3408035,면천면,421
3408036,순성면,568
3408037,우강면,178
3408038,신평면,946
3408039,송산면,662
3408051,당진1동,1412
3408052,당진2동,851
3408053,당진3동,385
3431011,금산읍,668
3431031,금성면,279
3431032,제원면,125
3431033,부리면,89
3431034,군북면,187
3431035,남일면,192
3431036,남이면,117
3431037,진산면,134
3431038,복수면,343
3431039,추부면,1801
3433011,부여읍,582
3433031,규암면,383
3433032,은산면,155
3433033,외산면,23
3433034,내산면,40
3433035,구룡면,83
3433036,홍산면,163
3433037,옥산면,49
3433038,남면,29
3433039,충화면,22
3433040,양화면,78
3433041,임천면,152
3433042,장암면,189
3433043,세도면,141
3433044,석성면,343
3433045,초촌면,128
3434011,장항읍,672
3434012,서천읍,299
3434031,마서면,121
3434032,화양면,60
3434033,기산면,19
3434034,한산면,27
3434035,마산면,19
3434036,시초면,13
3434037,문산면,31
3434038,판교면,33
3434039,종천면,137
3434040,비인면,62
3434041,서면,801
3435011,청양읍,460
3435031,운곡면,76
3435032,대치면,89
3435033,정산면,128
3435034,목면,47
3435035,청남면,144
3435036,장평면,101
3435037,남양면,78
3435038,화성면,99
3435039,비봉면,143
3436011,홍성읍,1310
3436012,광천읍,587
3436013,홍북읍,956
3436032,금마면,220
3436033,홍동면,88
3436034,장곡면,221
3436035,은하면,312
3436036,결성면,221
3436037,서부면,99
3436038,갈산면,354
3436039,구항면,226
3437011,예산읍,1205
3437012,삽교읍,450
3437031,대술면,187
3437032,신양면,87
3437033,광시면,122
3437034,대흥면,47
3437035,응봉면,170
3437036,덕산면,367
3437037,봉산면,146
3437038,고덕면,693
3437039,신암면,293
3437040,오가면,357
3438011,태안읍,893
3438012,안면읍,311
3438031,고남면,166
3438032,남면,151
3438033,근흥면,589
3438034,소원면,223
3438035,원북면,100
3438036,이원면,65
3501160,동서학동,111
3501161,서서학동,179
3501162,중화산1동,306
3501163,중화산2동,275
3501164,평화1동,234
3501165,평화2동,464
3501166,서신동,524
3501167,삼천1동,158
3501168,삼천2동,178
3501169,삼천3동,216
3501170,효자1동,160
3501171,효자2동,144
3501172,효자3동,108
3501174,중앙동,355
3501175,풍남동,48
3501176,노송동,171
3501177,완산동,89
3501173,효자4동,2866
3501178,효자5동,680
3501254,인후1동,231
3501255,인후2동,486
3501256,인후3동,649
3501257,덕진동,1020
3501258,금암1동,1717
3501259,금암2동,595
3501260,팔복동,466
3501261,우아1동,238
3501262,우아2동,330
3501263,호성동,261
3501265,송천1동,606
3501266,송천2동,336
3501267,조촌동,403
3501269,진북동,170
3501270,혁신동,95
3501268,여의동,479
3502011,옥구읍,98
3502031,옥산면,77
3502032,회현면,97
3502033,임피면,181
3502034,서수면,192
3502035,대야면,120
3502036,개정면,65
3502037,성산면,129
3502038,나포면,56
3502039,옥도면,811
3502040,옥서면,66
3502051,해신동,136
3502053,월명동,151
3502055,신풍동,100
3502056,삼학동,94
3502060,중앙동,178
3502064,흥남동,282
3502065,조촌동,553
3502066,경암동,561
3502067,구암동,152
3502068,개정동,38
3502069,수송동,928
3502070,나운1동,216
3502071,나운2동,386
3502072,소룡동,2491
3502073,미성동,746
3502074,나운3동,1460
3503011,함열읍,343
3503031,오산면,266
3503032,황등면,344
3503033,함라면,85
3503034,웅포면,23
3503035,성당면,72
3503036,용안면,129
3503037,낭산면,220
3503038,망성면,294
3503039,여산면,175
3503040,금마면,121
3503041,왕궁면,323
3503042,춘포면,309
3503043,삼기면,204
3503044,용동면,80
3503051,중앙동,105
3503053,평화동,142
3503055,인화동,216
3503057,동산동,581
3503058,마동,339
3503059,남중동,243
3503061,모현동,606
3503062,송학동,140
3503065,신동,1920
3503066,영등1동,381
3503069,팔봉동,413
3503070,삼성동,544
3503071,영등2동,311
3503072,어양동,561
3504011,신태인읍,236
3504031,북면,462
3504032,입암면,72
3504033,소성면,148
3504034,고부면,138
3504035,영원면,64
3504036,덕천면,119
3504037,이평면,79
3504038,정우면,60
3504039,태인면,238
3504040,감곡면,154
3504041,옹동면,79
3504042,칠보면,98
3504043,산내면,44
3504044,산외면,65
3504051,수성동,1019
3504052,장명동,102
3504053,내장상동,547
3504054,시기동,109
3504057,연지동,231
3504058,농소동,140
3504059,상교동,133
3504060,초산동,950
3505011,운봉읍,175
3505031,주천면,58
3505032,수지면,48
3505033,송동면,59
3505034,주생면,52
3505035,금지면,59
3505036,대강면,67
3505037,대산면,68
3505038,사매면,46
3505039,덕과면,40
3505040,보절면,41
3505041,산동면,44
3505042,이백면,70
3505043,인월면,93
3505044,아영면,77
3505045,산내면,36
3505051,동충동,74
3505052,죽항동,94
3505054,노암동,268
3505055,금동,200
3505056,왕정동,103
3505057,향교동,303
3505059,도통동,353
3506011,만경읍,212
3506031,죽산면,57
3506032,백산면,225
3506033,용지면,306
3506034,백구면,265
3506035,부량면,26
3506036,공덕면,140
3506037,청하면,44
3506038,성덕면,42
3506039,진봉면,53
3506040,금구면,168
3506041,봉남면,114
3506042,황산면,135
3506043,금산면,163
3506044,광활면,50
3506051,요촌동,431
3506052,신풍동,614
3506054,검산동,512
3506058,교월동,209
3531011,삼례읍,1912
3531012,봉동읍,1637
3531013,용진읍,329
3531032,상관면,575
3531033,이서면,374
3531034,소양면,186
3531035,구이면,131
3531036,고산면,173
3531037,비봉면,169
3531038,운주면,54
3531039,화산면,107
3531040,동상면,15
3531041,경천면,19
3532011,진안읍,388
3532031,용담면,11
3532032,안천면,54
3532033,동향면,80
3532034,상전면,16
3532035,백운면,74
3532036,성수면,66
3532037,마령면,94
3532038,부귀면,69
3532039,정천면,29
3532040,주천면,56
3533011,무주읍,275
3533031,무풍면,74
3533032,설천면,121
3533033,적상면,57
3533034,안성면,116
3533035,부남면,33
3534011,장수읍,426
3534031,산서면,73
3534032,번암면,77
3534033,장계면,181
3534034,천천면,90
3534035,계남면,72
3534036,계북면,57
3535011,임실읍,296
3535031,청웅면,39
3535032,운암면,37
3535033,신평면,61
3535034,성수면,47
3535035,오수면,116
3535036,신덕면,60
3535037,삼계면,46
3535038,관촌면,105
3535039,강진면,49
3535040,덕치면,51
3535041,지사면,33
3536011,순창읍,387
3536031,인계면,67
3536032,동계면,77
3536033,적성면,19
3536034,유등면,26
3536035,풍산면,100
3536036,금과면,41
3536037,팔덕면,51
3536038,복흥면,112
3536039,쌍치면,78
3536040,구림면,57
3537011,고창읍,681
3537031,고수면,118
3537032,아산면,112
3537033,무장면,157
3537034,공음면,106
3537035,상하면,63
3537036,해리면,121
3537037,성송면,96
3537038,대산면,177
3537039,심원면,130
3537040,흥덕면,117
3537041,성내면,74
3537042,신림면,98
3537043,부안면,85
3538011,부안읍,623
3538031,주산면,59
3538032,동진면,70
3538033,행안면,117
3538034,계화면,184
3538035,보안면,128
3538036,변산면,252
3538037,진서면,79
3538038,백산면,55
3538039,상서면,54
3538040,하서면,68
3538041,줄포면,114
3538042,위도면,26
3601051,용당1동,301
3601052,용당2동,169
3601053,연동,156
3601055,산정동,169
3601056,연산동,160
3601057,원산동,397
3601058,대성동,135
3601060,목원동,154
3601062,동명동,338
3601063,삼학동,288
3601064,만호동,65
3601065,유달동,516
3601067,죽교동,63
3601068,북항동,341
3601069,용해동,435
3601070,이로동,274
3601071,상동,318
3601072,하당동,517
3601073,신흥동,402
3601074,삼향동,151
3601075,옥암동,185
3601076,부흥동,232
3601077,부주동,374
3602011,돌산읍,1182
3602031,소라면,364
3602032,율촌면,290
3602033,화양면,320
3602034,남면,177
3602035,화정면,92
3602036,삼산면,120
3602051,동문동,129
3602052,한려동,58
3602053,중앙동,165
3602054,충무동,84
3602055,광림동,168
3602056,서강동,76
3602057,대교동,442
3602058,국동,704
3602059,월호동,421
3602060,여서동,325
3602061,문수동,597
3602062,미평동,333
3602063,둔덕동,285
3602064,만덕동,260
3602065,쌍봉동,467
3602066,시전동,507
3602067,여천동,401
3602068,주삼동,154
